"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0071679";"commissural neuron axon guidance";"3/42";"14/28905";0.214285714285714;147.474489795918;20.9111351753117;1.02679662995542e-06;0.00131738007623281;0.000849539106468383;"Ncam1/Vegfa/Ptch1";3
"GO:0050678";"regulation of epithelial cell proliferation";"6/42";"426/28905";0.0140845070422535;9.69315895372234;6.89529636615612;3.31237789534631e-05;0.0109397900597942;0.00705474421544757;"Ngfr/Gli1/Wfdc1/Vegfa/Ptn/Ptch1";6
"GO:0007411";"axon guidance";"5/42";"255/28905";0.0196078431372549;13.4943977591036;7.64462153402343;3.34764527524933e-05;0.0109397900597942;0.00705474421544757;"Ngfr/Ncam1/Nfasc/Vegfa/Ptch1";5
"GO:0097485";"neuron projection guidance";"5/42";"256/28905";0.01953125;13.4416852678571;7.62741444083086;3.41069058762096e-05;0.0109397900597942;0.00705474421544757;"Ngfr/Ncam1/Nfasc/Vegfa/Ptch1";5
"GO:0001503";"ossification";"6/42";"487/28905";0.0123203285420945;8.47902610736286;6.34958965427345;6.95667438842773e-05;0.0117206591897673;0.00755830341974573;"Gli1/Vegfa/Ptn/Ptch1/Calca/Gdpd2";6
"GO:0045765";"regulation of angiogenesis";"5/42";"310/28905";0.0161290322580645;11.1002304147465;6.82024479246039;8.44149571660139e-05;0.0117206591897673;0.00755830341974573;"Ngfr/Angpt4/Vegfa/Ptn/Tspan18";5
"GO:0048593";"camera-type eye morphogenesis";"4/42";"160/28905";0.025;17.2053571428571;7.84097964309696;8.59022631793814e-05;0.0117206591897673;0.00755830341974573;"Vegfa/Ptn/Dio3/Megf11";4
"GO:1901342";"regulation of vasculature development";"5/42";"317/28905";0.0157728706624606;10.8551149166291;6.73026743823903;9.37511933924461e-05;0.0117206591897673;0.00755830341974573;"Ngfr/Angpt4/Vegfa/Ptn/Tspan18";5
"GO:0045667";"regulation of osteoblast differentiation";"4/42";"164/28905";0.024390243902439;16.7857142857143;7.73335789429768;9.45103851288528e-05;0.0117206591897673;0.00755830341974573;"Gli1/Vegfa/Ptch1/Gdpd2";4
"GO:0010038";"response to metal ion";"5/42";"318/28905";0.0157232704402516;10.8209793351303;6.71764348019366;9.51472714484876e-05;0.0117206591897673;0.00755830341974573;"Ncam1/Gpr39/Hpca/Gatm/Gabrb3";5
"GO:0050680";"negative regulation of epithelial cell proliferation";"4/42";"169/28905";0.0236686390532544;16.2890955198648;7.6040484186565;0.000106132514294704;0.0117206591897673;0.00755830341974573;"Ngfr/Wfdc1/Ptn/Ptch1";4
"GO:0001754";"eye photoreceptor cell differentiation";"3/42";"65/28905";0.0461538461538462;31.7637362637363;9.47176718507532;0.000117022994470502;0.0117206591897673;0.00755830341974573;"Vegfa/Ptn/Dio3";3
"GO:1990845";"adaptive thermogenesis";"4/42";"174/28905";0.0229885057471264;15.8210180623974;7.4801477183222;0.000118759602078702;0.0117206591897673;0.00755830341974573;"Lepr/Gpr39/Vegfa/Gatm";4
"GO:0042311";"vasodilation";"3/42";"67/28905";0.0447761194029851;30.8155650319829;9.32031866805146;0.000128083197463638;0.0117379101675605;0.00756942806063302;"Vegfa/Calca/Kng2";3
"GO:0048592";"eye morphogenesis";"4/42";"189/28905";0.0211640211640212;14.5653817082388;7.13729805196644;0.000163187539017634;0.0138001553566547;0.00889930845496214;"Vegfa/Ptn/Dio3/Megf11";4
"GO:0060675";"ureteric bud morphogenesis";"3/42";"74/28905";0.0405405405405405;27.9005791505792;8.83853979742866;0.000172098585897487;0.0138001553566547;0.00889930845496214;"Vegfa/Kif26b/Ptch1";3
"GO:0072171";"mesonephric tubule morphogenesis";"3/42";"78/28905";0.0384615384615385;26.4697802197802;8.59222536352514;0.000201157093784811;0.0150017118615355;0.00967415639591988;"Vegfa/Kif26b/Ptch1";3
"GO:0071294";"cellular response to zinc ion";"2/42";"16/28905";0.125;86.0267857142857;12.9772413991085;0.000244159975070327;0.0150017118615355;0.00967415639591988;"Gpr39/Gabrb3";2
"GO:0060042";"retina morphogenesis in camera-type eye";"3/42";"86/28905";0.0348837209302326;24.0074750830565;8.15101359083082;0.000268427117538157;0.0150017118615355;0.00967415639591988;"Ptn/Dio3/Megf11";3
"GO:0072078";"nephron tubule morphogenesis";"3/42";"86/28905";0.0348837209302326;24.0074750830565;8.15101359083082;0.000268427117538157;0.0150017118615355;0.00967415639591988;"Vegfa/Kif26b/Ptch1";3
"GO:1903587";"regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis";"2/42";"17/28905";0.117647058823529;80.9663865546218;12.5807368904169;0.000276459654903134;0.0150017118615355;0.00967415639591988;"Ngfr/Vegfa";2
"GO:0046530";"photoreceptor cell differentiation";"3/42";"88/28905";0.0340909090909091;23.4618506493506;8.04999059320841;0.000287245747174631;0.0150017118615355;0.00967415639591988;"Vegfa/Ptn/Dio3";3
"GO:0072088";"nephron epithelium morphogenesis";"3/42";"88/28905";0.0340909090909091;23.4618506493506;8.04999059320841;0.000287245747174631;0.0150017118615355;0.00967415639591988;"Vegfa/Kif26b/Ptch1";3
"GO:0048638";"regulation of developmental growth";"5/42";"404/28905";0.0123762376237624;8.51750353606789;5.80453132583174;0.000289246137394686;0.0150017118615355;0.00967415639591988;"Ncam1/Gli1/Vegfa/Ptch1/Dio3";5
"GO:0048639";"positive regulation of developmental growth";"4/42";"221/28905";0.0180995475113122;12.4563671622495;6.52162898971275;0.00029638141668745;0.0150017118615355;0.00967415639591988;"Ncam1/Gli1/Vegfa/Dio3";4
"GO:0072028";"nephron morphogenesis";"3/42";"90/28905";0.0333333333333333;22.9404761904762;7.95226559918957;0.000306896545472076;0.0150017118615355;0.00967415639591988;"Vegfa/Kif26b/Ptch1";3
"GO:0003407";"neural retina development";"3/42";"91/28905";0.032967032967033;22.6883830455259;7.90458328904156;0.000317038889272207;0.0150017118615355;0.00967415639591988;"Ptn/Dio3/Megf11";3
"GO:0061333";"renal tubule morphogenesis";"3/42";"92/28905";0.0326086956521739;22.4417701863354;7.85765932615767;0.00032739511467108;0.0150017118615355;0.00967415639591988;"Vegfa/Kif26b/Ptch1";3
"GO:0001649";"osteoblast differentiation";"4/42";"231/28905";0.0173160173160173;11.9171304885591;6.35481973516053;0.000350503104683628;0.0155067408037619;0.00999983449297029;"Gli1/Vegfa/Ptch1/Gdpd2";4
"GO:0120162";"positive regulation of cold-induced thermogenesis";"3/42";"101/28905";0.0297029702970297;20.4420084865629;7.46634921680391;0.000430540876138356;0.0184127981361837;0.0118738641629736;"Lepr/Vegfa/Gatm";3
"GO:0072080";"nephron tubule development";"3/42";"105/28905";0.0285714285714286;19.6632653061224;7.30834297440266;0.000482353995394818;0.0187302781681293;0.0120785975633996;"Vegfa/Kif26b/Ptch1";3
"GO:0001657";"ureteric bud development";"3/42";"107/28905";0.0280373831775701;19.2957276368491;7.23258083732993;0.000509693585630698;0.0187302781681293;0.0120785975633996;"Vegfa/Kif26b/Ptch1";3
"GO:0060993";"kidney morphogenesis";"3/42";"107/28905";0.0280373831775701;19.2957276368491;7.23258083732993;0.000509693585630698;0.0187302781681293;0.0120785975633996;"Vegfa/Kif26b/Ptch1";3
"GO:0002043";"blood vessel endothelial cell proliferation involved in sprouting angiogenesis";"2/42";"23/28905";0.0869565217391304;59.8447204968944;10.7693793534783;0.000511460261723874;0.0187302781681293;0.0120785975633996;"Ngfr/Vegfa";2
"GO:0046849";"bone remodeling";"3/42";"108/28905";0.0277777777777778;19.1170634920635;7.19546633596008;0.000523727956323109;0.0187302781681293;0.0120785975633996;"Lepr/Vegfa/Ptn";3
"GO:0072163";"mesonephric epithelium development";"3/42";"110/28905";0.0272727272727273;18.7694805194805;7.12271254389154;0.000552534776469625;0.0187302781681293;0.0120785975633996;"Vegfa/Kif26b/Ptch1";3
